protein,degree,strength,clustering,ego_nodes,ego_edges,local_density,complex_membership_count,protein_in_any_complex
FZD2,20,7.019666666665999,0.0,21,20,0.09523809523809523,0,0
FZD3,7,1.722,0.0,8,7,0.25,0,0
FZD4,6,2.7800000000010003,0.0,7,6,0.2857142857142857,1,1
FZD5,13,5.060666666667,0.02873390180024469,14,18,0.1978021978021978,1,1
FZD6,13,4.265000000000001,0.00599466826110022,14,14,0.15384615384615385,0,0
FZD7,13,5.482666666667999,0.012947768284259862,14,17,0.18681318681318682,0,0
FZD8,8,3.640333333333,0.055560441699100294,9,11,0.3055555555555556,0,0
FZD9,3,1.561666666667,0.0,4,3,0.5,0,0
FZR1,175,109.37466666667132,0.0554073238722357,176,1501,0.09746753246753247,0,0
G0S2,2,0.8236666666670001,0.0,3,2,0.6666666666666666,0,0
G2E3,5,2.401333333334,0.0,6,5,0.3333333333333333,0,0
G3BP1,447,191.54533333333637,0.02969114875438683,448,7125,0.07115891658676894,1,1
G3BP2,140,58.98799999999671,0.044040305939233554,141,1039,0.10526849037487335,1,1
G6PC,3,0.6523333333332999,0.0,4,3,0.5,0,0
G6PD,78,36.20033333333499,0.06806936855977228,79,544,0.1765660499837715,0,0
GAA,48,11.8843333333334,0.014083058419684265,49,95,0.08078231292517007,0,0
GAB1,44,26.01933333333299,0.12189541285421748,45,246,0.24848484848484848,1,1
GAB2,76,37.496333333330995,0.13585662321686523,77,1020,0.34859876965140124,0,0
GAB3,6,0.0,0.0,7,14,0.6666666666666666,0,0
GABARAP,67,35.190666666662004,0.050957873678538684,68,257,0.11281826163301141,0,0
GABARAPL1,78,40.003666666667996,0.04415814571636802,79,324,0.10516066212268745,0,0
GABARAPL2,85,43.766333333334,0.039389753063554425,86,340,0.09302325581395349,0,0
GABBR1,12,5.098333333334001,0.02932899957496749,13,16,0.20512820512820512,1,1
GABBR2,7,3.426000000001,0.069228003550069,8,10,0.35714285714285715,2,1
GABPA,27,15.252000000000997,0.07440559657387154,28,74,0.19576719576719576,0,0
GABPB1,26,14.365666666666,0.029691274958093004,27,42,0.11965811965811966,0,0
GABPB1-AS1,2,0.0,0.0,3,2,0.6666666666666666,0,0
GABPB2,8,5.903000000001,0.139649052972136,9,13,0.3611111111111111,1,1
GABRA1,8,2.323333333333,0.1234765391140537,9,17,0.4722222222222222,2,1
GABRA2,1,0.288666666667,0.0,2,1,1.0,0,0
GABRA3,21,9.136666666668999,0.0011356437447494166,22,22,0.09523809523809523,0,0
GABRA4,3,0.9999999999990001,0.11166391180796138,4,4,0.6666666666666666,0,0
GABRA5,1,0.401,0.0,2,1,1.0,0,0
GABRA6,11,1.4773333333323,0.006622971603967798,12,12,0.18181818181818182,0,0
GABRB1,5,1.147666666667,0.03297321282978547,6,6,0.4,0,0
GABRB2,4,1.801666666667,0.07732314730545957,5,5,0.5,2,1
GABRB3,9,3.9583333333329995,0.04730772784690208,10,13,0.28888888888888886,0,0
GABRD,15,3.1099999999973,0.004082679387763843,16,18,0.15,1,1
GABRE,43,5.018333333333499,0.0018414036708997137,44,53,0.056025369978858354,0,0
GABRG1,1,0.0,0.0,2,1,1.0,0,0
GABRG2,12,2.6183333333336996,0.006068935383867474,13,13,0.16666666666666666,1,1
GABRG3,1,0.141666666667,0.0,2,1,1.0,0,0
GABRQ,1,0.0,0.0,2,1,1.0,0,0
GABRR1,6,2.105666666667,0.0,7,6,0.2857142857142857,0,0
GACAT2,1,0.0,0.0,2,1,1.0,0,0
GAD1,14,6.3580000000000005,0.029596282925420377,15,19,0.18095238095238095,0,0
GAD2,8,4.042666666666,0.09618791950761622,9,13,0.3611111111111111,0,0
GADD45A,74,40.225333333330006,0.03326487371135827,75,231,0.08324324324324324,1,1
GADD45B,22,13.018999999999998,0.1361637550938057,23,78,0.308300395256917,1,1
GADD45G,54,29.451999999996307,0.033548359969156144,55,135,0.09090909090909091,1,1
GADD45GIP1,69,41.171333333331994,0.07929934062539608,70,375,0.15527950310559005,0,0
GAGE1,4,1.333333333332,0.0,5,4,0.4,0,0
GAGE10,1,0.0,0.0,2,1,1.0,0,0
GAGE12B,3,0.666666666666,0.0,4,4,0.6666666666666666,0,0
GAGE12C,1,0.333333333333,0.0,2,1,1.0,0,0
GAGE12D,1,0.333333333333,0.0,2,1,1.0,0,0
GAGE12E,1,0.333333333333,0.0,2,1,1.0,0,0
GAGE12F,1,0.0,0.0,2,1,1.0,0,0
GAGE12G,1,0.0,0.0,2,1,1.0,0,0
GAGE12I,3,0.666666666666,0.0,4,4,0.6666666666666666,0,0
GAGE12J,1,0.0,0.0,2,1,1.0,0,0
GAGE13,1,0.0,0.0,2,1,1.0,0,0
GAGE2B,1,0.389333333333,0.0,2,1,1.0,0,0
GAGE2C,1,0.389333333333,0.0,2,1,1.0,0,0
GAGE2D,2,0.666666666666,0.0,3,2,0.6666666666666666,0,0
GAGE2E,3,0.0,0.0,4,4,0.6666666666666666,0,0
GAGE5,4,0.9999999999990001,0.0,5,5,0.5,0,0
GAGE6,1,0.0,0.0,2,1,1.0,0,0
GAGE7,1,0.389333333333,0.0,2,1,1.0,0,0
GAK,94,47.29633333333301,0.057442630551518,95,572,0.12810750279955208,0,0
GAL,7,1.7839999999993,0.0,8,7,0.25,0,0
GAL3ST1,9,2.6493333333343,0.012940174731512924,10,11,0.24444444444444444,0,0
GAL3ST2,2,0.404666666667,0.0,3,2,0.6666666666666666,0,0
GAL3ST4,2,0.671,0.0,3,2,0.6666666666666666,0,0
GALC,14,2.6430000000000002,0.003234896899614904,15,16,0.1523809523809524,0,0
GALE,25,13.097999999999002,0.08036389117466138,26,70,0.2153846153846154,0,0
GALK1,30,9.474,0.031062978745545287,31,68,0.14623655913978495,0,0
GALK2,16,1.7736666666656997,0.002676639770434229,17,19,0.13970588235294118,0,0
GALM,5,1.3163333333340002,0.0,6,5,0.3333333333333333,0,0
GALNS,30,7.855000000000999,0.005559533627612466,31,40,0.08602150537634409,1,1
GALNT1,9,3.094333333333,0.02188221922558116,10,11,0.24444444444444444,0,0
GALNT10,6,1.213333333333,0.024336388821434463,7,7,0.3333333333333333,0,0
GALNT11,16,4.9383333333329995,0.005055522316070492,17,18,0.1323529411764706,0,0
GALNT12,25,7.070666666665999,0.006269717067509282,26,31,0.09538461538461539,0,0
GALNT13,5,1.8369999999997,0.0,6,5,0.3333333333333333,0,0
GALNT14,5,2.561666666665,0.0,6,5,0.3333333333333333,0,0
GALNT15,1,0.335333333333,0.0,2,1,1.0,0,0
GALNT16,8,0.7640000000013,0.0027217801352367493,9,9,0.25,0,0
GALNT18,15,3.7840000000007,0.014827188055407808,16,22,0.18333333333333332,0,0
GALNT2,23,9.840000000000002,0.052545016406590775,24,57,0.20652173913043478,0,0
GALNT3,4,0.983666666667,0.0,5,4,0.4,0,0
GALNT4,9,3.0863333333327,0.034431706358151466,10,12,0.26666666666666666,0,0
GALNT5,2,0.646333333333,0.0,3,2,0.6666666666666666,0,0
GALNT6,24,5.7269999999987,0.02805391511353974,25,46,0.15333333333333332,0,0
GALNT7,29,8.190333333331,0.019261469932082668,30,55,0.12643678160919541,0,0
GALNT8,1,0.364666666667,0.0,2,1,1.0,0,0
GALNT9,1,0.157666666667,0.0,2,1,1.0,0,0
GALNTL5,2,0.12966666666659998,0.0,3,2,0.6666666666666666,0,0
GALNTL6,1,0.140333333333,0.0,2,1,1.0,0,0
GALR3,1,0.306,0.0,2,1,1.0,0,0
GALT,8,2.908666666665,0.0,9,8,0.2222222222222222,0,0
GAMT,8,2.3643333333329997,0.06888001823665262,9,13,0.3611111111111111,0,0
GAMTP1,1,0.0,0.0,2,1,1.0,0,0
GAN,210,85.09633333332599,0.022793570925361502,211,1354,0.061114872489280075,0,0
GANAB,126,55.76733333333002,0.06011316724551304,127,1204,0.1504811898512686,0,0
GANC,2,0.086,0.0,3,2,0.6666666666666666,0,0
GAP43,18,8.084999999999999,0.0,19,18,0.10526315789473684,0,0
GAPDH,247,110.45766666667204,0.05670872216731834,248,3989,0.13024030299072745,3,1
GAPDHS,49,14.7666666666669,0.003972612776064228,50,63,0.05142857142857143,0,0
GAPVD1,58,26.763666666665294,0.06280914506473523,59,303,0.17708942139099942,0,0
GAR1,93,46.77600000000169,0.050181061304760556,94,482,0.11027224891329215,1,1
GAREM,9,0.0,0.0,10,23,0.5111111111111111,0,0
GAREML,6,0.0,0.0,7,11,0.5238095238095238,0,0
GARNL3,2,0.303333333333,0.0,3,3,1.0,0,0
GARS,112,50.66400000000199,0.06013461812490383,113,1016,0.16055625790139064,0,0
GART,85,26.689666666666,0.05020170243430161,86,633,0.173187414500684,0,0
GAS1,5,2.711666666667,0.10752426741581673,6,7,0.4666666666666667,0,0
GAS2,2,0.272,0.0,3,2,0.6666666666666666,0,0
GAS2L1,27,6.087999999999299,0.015985895573850373,28,46,0.12169312169312169,0,0
GAS2L2,1,0.0,0.0,2,1,1.0,0,0
GAS2L3,11,4.927666666668,0.2167076311422059,12,37,0.5606060606060606,0,0
GAS5,2,0.0,0.0,3,2,0.6666666666666666,0,0
GAS6,25,7.468999999999001,0.0033120287947185746,26,28,0.08615384615384615,0,0
GAS7,22,7.116333333332001,0.0417765487118516,23,45,0.17786561264822134,0,0
GAS8,6,2.658333333333,0.03735371914317557,7,7,0.3333333333333333,0,0
GAST,11,3.1079999999994,0.007320117020496244,12,14,0.21212121212121213,0,0
GATA1,75,39.787666666664,0.04556712203218386,76,302,0.10596491228070175,0,0
GATA2,45,25.193666666669,0.06266844429195859,46,151,0.14589371980676327,0,0
GATA3,31,18.928666666667,0.09931061880654599,32,105,0.21169354838709678,0,0
GATA4,23,13.793333333332999,0.088670848606152,24,61,0.2210144927536232,1,1
GATA5,1,0.767666666667,0.0,2,1,1.0,0,0
GATA6,8,4.450666666667,0.11597964289261517,9,14,0.3888888888888889,0,0
GATAD1,51,21.180666666665594,0.07845845648227326,52,291,0.21945701357466063,0,0
GATAD2A,62,32.138333333331005,0.1467258737933399,63,591,0.30261136712749614,2,1
GATAD2B,89,43.43066666666301,0.08746554506954286,90,710,0.1772784019975031,2,1
GATB,39,16.177666666669005,0.09254247785064638,40,180,0.23076923076923078,1,1
GATC,24,12.416333333335,0.08185566597137749,25,68,0.22666666666666666,1,1
GATM,2,0.681,0.0,3,2,0.6666666666666666,0,0
GATS,3,0.0,0.0,4,4,0.6666666666666666,0,0
GATSL2,4,0.0,0.0,5,10,1.0,0,0
GATSL3,5,0.0,0.0,6,11,0.7333333333333333,0,0
GBA,46,19.090999999999,0.03743412910263836,47,139,0.12858464384828863,0,0
GBA2,11,3.45,0.013462929421568778,12,13,0.19696969696969696,0,0
GBA3,2,0.407,0.0,3,2,0.6666666666666666,0,0
GBAS,57,0.0,0.0,58,277,0.1675741076830006,0,0
GBE1,27,12.360999999998999,0.014382020642782675,28,36,0.09523809523809523,0,0
GBF1,52,22.159333333335304,0.0466005537382196,53,199,0.1444121915820029,0,0
GBP1,19,8.212999999999,0.0359092225017201,20,37,0.19473684210526315,0,0
GBP2,45,22.006333333329998,0.034549108015401175,46,118,0.11400966183574879,0,0
GBP3,4,2.331666666667,0.11720337089032166,5,5,0.5,0,0
GBP5,8,3.157333333333,0.007359886583309772,9,9,0.25,0,0
GBP6,3,0.11,0.0,4,3,0.5,0,0
GBP7,2,0.0,0.0,3,2,0.6666666666666666,0,0
GC,21,8.200666666668,0.014729367279853404,22,28,0.12121212121212122,0,0
GCA,19,6.500666666667,0.007360482004372354,20,22,0.11578947368421053,1,1
GCAT,14,5.270666666668,0.03552008580128162,15,22,0.20952380952380953,0,0
GCC1,54,25.931999999998013,0.025302137384690875,55,141,0.09494949494949495,0,0
GCC2,31,13.232333333331997,0.01961885724801722,32,54,0.10887096774193548,0,0
GCDH,21,4.506666666668999,0.06733155590806866,22,76,0.329004329004329,0,0
GCFC2,22,12.762333333335,0.11045133105456185,23,60,0.23715415019762845,1,1
GCG,2,1.046,0.0,3,2,0.6666666666666666,0,0
GCGR,3,0.9663333333340001,0.0,4,3,0.5,0,0
GCH1,29,12.999000000000999,0.013284266792253535,30,40,0.09195402298850575,0,0
GCHFR,14,7.520999999998998,0.029333816038915866,15,19,0.18095238095238095,0,0
GCK,11,5.108000000001,0.014622868146204206,12,12,0.18181818181818182,0,0
GCKR,5,2.5413333333340002,0.15073406196233113,6,8,0.5333333333333333,0,0
GCLC,10,3.4233333333340004,0.01791570338904887,11,12,0.21818181818181817,1,1
GCLM,23,8.168666666666002,0.02052794579443527,24,43,0.15579710144927536,1,1
GCM1,12,6.3839999999999995,0.15466167778851836,13,29,0.3717948717948718,0,0
GCM2,6,3.117666666666,0.08654793744608721,7,9,0.42857142857142855,0,0
GCN1L1,124,0.0,0.0,125,896,0.11561290322580645,0,0
GCNT1,7,3.665,0.0,8,7,0.25,0,0
GCNT2,37,10.9796666666654,0.09112174482146393,38,209,0.2972972972972973,0,0
GCNT3,11,2.106333333333,0.0,12,11,0.16666666666666666,0,0
GCNT6,1,0.0,0.0,2,1,1.0,0,0
GCOM1,3,0.0,0.0,4,3,0.5,0,0
GCOM2,1,0.306,0.0,2,1,1.0,0,0
GCSAM,1,0.243333333333,0.0,2,1,1.0,0,0
GCSH,8,3.7913333333319996,0.08457412128300122,9,12,0.3333333333333333,0,0
GDA,40,12.633999999999004,0.042994199043154234,41,144,0.17560975609756097,0,0
GDAP1,13,3.7373333333330003,0.051914160689988234,14,25,0.27472527472527475,0,0
GDAP2,7,2.6833333333339997,0.05911203441500833,8,12,0.42857142857142855,0,0
GDE1,20,4.242333333331401,0.023067795330222417,21,36,0.17142857142857143,0,0
GDF10,7,0.610333333334,0.006585570253913464,8,8,0.2857142857142857,0,0
GDF11,14,5.556000000000999,0.00656642335125449,15,15,0.14285714285714285,0,0
GDF15,8,2.988666666666,0.0,9,8,0.2222222222222222,1,1
GDF2,6,3.769666666667,0.372132089909339,7,15,0.7142857142857143,0,0
GDF3,4,1.519333333334,0.0,5,4,0.4,0,0
GDF5,27,10.713666666666,0.018154395185269446,28,40,0.10582010582010581,0,0
GDF6,3,0.5,0.2703506686963175,4,6,1.0,0,0
GDF9,49,2.7379999999997007,0.0031714100567665645,50,82,0.06693877551020408,0,0
GDI1,87,35.190999999998006,0.029973023991819253,88,360,0.09404388714733543,0,0
GDI2,56,27.2493333333334,0.07927708666421673,57,302,0.18922305764411027,0,0
GDI2P1,3,0.0,0.0,4,6,1.0,0,0
GDNF,14,6.158666666665701,0.14447363700307791,15,43,0.4095238095238095,0,0
GDPD1,28,7.2570000000000014,0.01699256904862439,29,46,0.11330049261083744,0,0
GDPD2,4,0.0,0.0,5,4,0.4,0,0
GDPD3,6,0.8836666666649999,0.0,7,6,0.2857142857142857,0,0
GDPD5,41,6.6389999999934,0.00418991029936464,42,54,0.0627177700348432,0,0
GDPGP1,11,3.9413333333340006,0.0,12,11,0.16666666666666666,0,0
GEM,42,17.153000000001,0.013199425193166829,43,72,0.07973421926910298,0,0
GEMIN2,66,40.133333333333006,0.08227099459827644,67,342,0.1546811397557666,12,1
GEMIN4,114,67.50266666666872,0.06070536276950551,115,798,0.12173913043478261,12,1
GEMIN5,116,57.39900000000031,0.06604506285302658,117,977,0.14397288535219568,7,1
GEMIN6,33,21.111333333334,0.17494514931109317,34,182,0.3244206773618538,5,1
GEMIN7,36,21.684000000001994,0.09365810124959216,37,141,0.21171171171171171,5,1
GEMIN8,27,16.678333333332002,0.21299072754094525,28,149,0.3941798941798942,1,1
GEMIN8P4,1,0.0,0.0,2,1,1.0,0,0
GEN1,3,1.3679999999999999,0.17137548694392213,4,4,0.6666666666666666,0,0
GET4,57,28.705333333332998,0.07670167947539173,58,282,0.1705989110707804,1,1
GFAP,90,36.80900000000001,0.027092325304497067,91,343,0.08376068376068375,0,0
GFER,51,17.268999999997302,0.017392036900480204,52,104,0.0784313725490196,0,0
GFI1,15,8.864333333334,0.10659814153483925,16,33,0.275,3,1
GFI1B,111,45.41999999999968,0.011905713599871347,112,274,0.04407979407979408,0,0
GFM1,21,11.704999999998998,0.1312396037556271,22,70,0.30303030303030304,0,0
GFM2,17,8.323666666667,0.023481147518332433,18,22,0.1437908496732026,0,0
GFOD1,42,9.3113333333253,0.0048034103555935565,43,75,0.08305647840531562,0,0
GFOD2,4,0.0,0.0,5,7,0.7,0,0
GFPT1,79,20.413666666666,0.05354566842091716,80,685,0.21677215189873417,0,0
GFPT2,31,15.743333333332306,0.04022783281896293,32,67,0.1350806451612903,0,0
GFRA1,6,2.883666666668,0.038141607230192734,7,7,0.3333333333333333,0,0
GFRA2,3,0.869,0.0,4,3,0.5,0,0
GFRA3,1,0.729,0.0,2,1,1.0,1,1
GFRA4,1,0.340666666667,0.0,2,1,1.0,0,0
GFRAL,1,0.166333333333,0.0,2,1,1.0,0,0
GGA1,71,34.7496666666593,0.038859142435986906,72,254,0.09937402190923318,0,0
GGA2,38,19.424333333332,0.06188572847355704,39,117,0.15789473684210525,0,0
GGA3,45,22.592333333330302,0.07369857653660693,46,180,0.17391304347826086,0,0
GGACT,2,0.0986666666667,0.0,3,2,0.6666666666666666,0,0
GGCT,18,6.2503333333327,0.04156327423789528,19,38,0.2222222222222222,0,0
GGCX,12,2.9640000000010005,0.04040744023590707,13,20,0.2564102564102564,0,0
GGH,24,6.293333333332001,0.0222076185852894,25,43,0.14333333333333334,0,0
GGN,3,1.174666666667,0.0,4,3,0.5,0,0
GGNBP1,1,0.0,0.0,2,1,1.0,0,0
GGNBP2,5,0.0,0.0,6,8,0.5333333333333333,0,0
GGPS1,30,9.947666666664299,0.011447001983308643,31,41,0.08817204301075268,0,0
GGT1,8,3.7463333333340003,0.07642942809559188,9,12,0.3333333333333333,0,0
GGT2,1,0.516333333333,0.0,2,1,1.0,0,0
GGT5,4,0.9663333333340001,0.0,5,4,0.4,0,0
GGT6,1,0.312,0.0,2,1,1.0,0,0
GGT7,25,4.606666666667001,0.0,26,26,0.08,0,0
GGTLC1,1,0.318333333333,0.0,2,1,1.0,0,0
GH1,7,3.284333333333,0.027512837120062816,8,8,0.2857142857142857,0,0
GH2,2,0.499666666667,0.0,3,2,0.6666666666666666,0,0
GHDC,24,7.0753333333343,0.010704760180118286,25,34,0.11333333333333333,0,0
GHITM,51,17.601333333334708,0.005035664467381281,52,75,0.05656108597285068,0,0
GHR,41,21.229999999997,0.07195632498165488,42,161,0.18699186991869918,0,0
GHRH,1,0.436666666667,0.0,2,1,1.0,0,0
GHRHR,2,0.9359999999999999,0.0,3,2,0.6666666666666666,0,0
GHRL,5,2.013666666667,0.04707529543596185,6,6,0.4,0,0
GHSR,5,1.569333333333,0.0,6,5,0.3333333333333333,0,0
GID4,35,5.175666666664401,0.05921053903075724,36,179,0.2841269841269841,0,0
GID8,60,31.375333333329007,0.08066615258140565,61,350,0.1912568306010929,3,1
GIF,5,0.0,0.0,6,6,0.4,1,1
GIGYF1,96,39.853999999995,0.13634738949399303,97,1886,0.4050687285223368,0,0
GIGYF2,109,51.65199999999801,0.09139267698545324,110,1453,0.24236864053377816,0,0
GIMAP1,2,0.40233333333300003,0.0,3,2,0.6666666666666666,0,0
GIMAP2,4,1.6656666666659998,0.0,5,4,0.4,0,0
GIMAP4,1,0.333333333333,0.0,2,1,1.0,0,0
GIMAP5,12,3.666666666663,0.08865826649163223,13,26,0.3333333333333333,0,0
GIMAP6,2,0.373,0.25884123382371493,3,3,1.0,0,0
GIMAP7,1,0.29,0.0,2,1,1.0,0,0
GIMAP8,8,0.0,0.0,9,11,0.3055555555555556,0,0
GIN1,3,0.0,0.0,4,5,0.8333333333333334,0,0
GINM1,62,0.0,0.0,63,84,0.043010752688172046,0,0
GINS1,13,5.968000000001,0.1982175276300147,14,40,0.43956043956043955,1,1
GINS2,23,15.425333333332999,0.1302607839458876,24,76,0.2753623188405797,1,1
GINS3,40,27.555999999998996,0.10255357706577099,41,170,0.2073170731707317,1,1
GINS4,54,38.02933333333199,0.06324207334982038,55,180,0.12121212121212122,1,1
GIP,8,3.7103333333329998,0.010580665284703918,9,10,0.2777777777777778,0,0
GIPC1,69,33.945333333333,0.028865312870279613,70,207,0.08571428571428572,2,1
GIPC2,12,5.9226666666667,0.06271688670829358,13,19,0.24358974358974358,0,0
GIPC3,3,0.0,0.0,4,3,0.5,0,0
GIPR,1,0.333333333333,0.0,2,1,1.0,0,0
GIT1,74,38.13433333333399,0.034087978270905525,75,249,0.08972972972972973,4,1
GIT2,90,48.19033333333303,0.06408113939638686,91,663,0.1619047619047619,1,1
GJA1,51,21.223333333333702,0.0161869441427195,52,95,0.07164404223227752,0,0
GJA3,3,1.167666666667,0.1512938423442091,4,4,0.6666666666666666,0,0
GJA4,3,1.721333333334,0.1949281266325638,4,4,0.6666666666666666,0,0
GJA5,7,1.6576666666659996,0.04934058279691139,8,11,0.39285714285714285,0,0
GJA8,2,0.487333333334,0.0,3,2,0.6666666666666666,0,0
GJA9,1,0.0,0.0,2,1,1.0,0,0
GJB1,8,2.948333333333,0.029741245860977157,9,10,0.2777777777777778,0,0
GJB2,21,9.182666666665,0.011285067577298394,22,26,0.11255411255411256,1,1
GJB3,3,0.9550000000000001,0.12519583803645445,4,4,0.6666666666666666,1,1
GJB4,1,0.301666666667,0.0,2,1,1.0,0,0
GJB5,7,0.512333333333,0.003599986130952149,8,8,0.2857142857142857,0,0
GJB6,1,0.148,0.0,2,1,1.0,1,1
GJB7,51,6.158666666667999,0.004741421561662793,52,80,0.06033182503770739,0,0
GJC1,16,4.0639999999997,0.006100049833810838,17,19,0.13970588235294118,0,0
GJC2,1,0.269,0.0,2,1,1.0,0,0
GJD2,2,0.0,0.0,3,3,1.0,0,0
GJD3,1,0.697666666667,0.0,2,1,1.0,0,0
GJD4,1,0.0,0.0,2,1,1.0,0,0
GK,51,15.941999999996401,0.0013119275237276152,52,60,0.04524886877828054,0,0
GK2,4,1.340666666667,0.09392528708375898,5,6,0.6,0,0
GK3P,1,0.0,0.0,2,1,1.0,0,0
GK5,1,0.0,0.0,2,1,1.0,0,0
GKAP1,22,10.751000000002001,0.041506356682626686,23,42,0.16600790513833993,0,0
GKN1,11,3.6629999999989993,0.008052786694894589,12,13,0.19696969696969696,0,0
GLA,22,10.695000000000999,0.07177366860327918,23,56,0.22134387351778656,0,0
GLB1,42,20.646666666670004,0.05018684609750715,43,125,0.13842746400885936,1,1
GLB1L,6,0.0,0.0,7,7,0.3333333333333333,0,0
GLB1L2,27,0.0,0.0,28,34,0.08994708994708994,0,0
GLB1L3,6,0.0,0.0,7,8,0.38095238095238093,0,0
GLCCI1,8,0.0,0.0,9,15,0.4166666666666667,0,0
GLCE,16,5.004666666665999,0.027855555366148737,17,25,0.18382352941176472,0,0
GLDC,16,5.243333333333001,0.0210111859089682,17,23,0.16911764705882354,0,0
GLE1,24,9.974333333332,0.0986736005148141,25,82,0.2733333333333333,1,1
GLG1,32,13.892666666668001,0.03381522425898729,33,72,0.13636363636363635,1,1
GLI1,67,34.36033333333001,0.036353986859885994,68,215,0.09438103599648814,0,0
GLI2,19,10.253999999999,0.06241966000003698,20,43,0.22631578947368422,0,0
GLI3,32,16.253333333333,0.04231746632721533,33,77,0.14583333333333334,1,1
GLI4,3,0.8486666666670001,0.0,4,3,0.5,0,0
GLIDR,10,0.0,0.0,11,18,0.32727272727272727,0,0
GLIPR1,9,1.8920000000000001,0.039128750917346834,10,14,0.3111111111111111,0,0
GLIPR1L2,12,0.0,0.0,13,39,0.5,0,0
GLIPR2,9,3.2513333333329997,0.023612648990561994,10,11,0.24444444444444444,0,0
GLIS1,12,8.452,0.38058465787503526,13,51,0.6538461538461539,0,0
GLIS2,53,26.236666666667,0.1686979520725086,54,515,0.35988819007686934,3,1
GLIS3,8,3.6043333333330003,0.053271355407922584,9,11,0.3055555555555556,1,1
GLMN,77,28.72199999999799,0.016685482190447836,78,169,0.05627705627705628,1,1
GLO1,47,17.324333333334003,0.05077577648965467,48,184,0.16312056737588654,0,0
GLOD4,37,14.96366666666,0.07953681579940398,38,162,0.23044096728307253,0,0
GLOD5,1,0.0,0.0,2,1,1.0,0,0
GLP1R,111,34.8446666666646,0.0010323785141007577,112,130,0.020913770913770915,0,0
GLRA2,27,6.747333333333701,0.001540549370270563,28,29,0.07671957671957672,0,0
GLRA3,1,0.0193333333333,0.0,2,1,1.0,0,0
GLRA4,1,0.0,0.0,2,1,1.0,0,0
GLRB,13,5.346333333334,0.009057425462706119,14,15,0.16483516483516483,1,1
GLRX,22,8.055333333333,0.03423839041098939,23,40,0.15810276679841898,0,0
GLRX2,8,3.317,0.02755474203295664,9,10,0.2777777777777778,0,0
GLRX3,105,28.8806666666621,0.015367935263370177,106,387,0.06954177897574124,1,1
GLRX5,26,13.527333333331999,0.07490570066243225,27,72,0.20512820512820512,0,0
GLS,54,23.986999999999004,0.0346594984140042,55,158,0.1063973063973064,0,0
GLS2,6,3.442333333334,0.041129749492588547,7,7,0.3333333333333333,0,0
GLT1D1,3,0.843999999999,0.0,4,3,0.5,0,0
GLT8D1,7,1.088333333332,0.0,8,7,0.25,0,0
GLT8D2,13,0.0,0.0,14,14,0.15384615384615385,0,0
GLTP,6,2.518333333333,0.061973105898969934,7,8,0.38095238095238093,0,0
GLTPD2,1,0.0,0.0,2,1,1.0,0,0
GLTSCR1,11,0.0,0.0,12,19,0.2878787878787879,0,0
GLTSCR1L,9,0.0,0.0,10,17,0.37777777777777777,0,0
GLTSCR2,126,0.0,0.0,127,1380,0.17247844019497563,0,0
GLUD1,57,24.200333333333997,0.04287306053005837,58,205,0.12401693889897157,0,0
GLUD1P3,1,0.0,0.0,2,1,1.0,0,0
GLUD2,13,5.540999999997999,0.05589563389488779,14,22,0.24175824175824176,0,0
GLUL,42,18.251333333330997,0.036042195211671756,43,120,0.132890365448505,0,0
GLYAT,5,1.6296666666669999,0.0,6,6,0.4,0,0
GLYATL3,1,0.0623333333333,0.0,2,1,1.0,0,0
GLYCTK,14,5.979,0.05297627425103926,15,25,0.23809523809523808,0,0
GLYR1,89,33.886333333335706,0.06803822000752699,90,747,0.18651685393258427,0,0
GM2A,24,4.9749999999972,0.0066570087017184375,25,32,0.10666666666666667,0,0
GMCL1,102,20.070666666660607,0.004070237844296861,103,187,0.03559870550161812,0,0
GMCL1P1,24,0.0,0.0,25,50,0.16666666666666666,0,0
GMDS,29,13.878666666667,0.04592327799848497,30,74,0.17011494252873563,0,0
GMDS-AS1,1,0.0,0.0,2,1,1.0,0,0
GMEB1,16,5.567666666668,0.043393837930335785,17,27,0.19852941176470587,0,0
GMEB2,11,6.092666666669001,0.03674014791940796,12,15,0.22727272727272727,0,0
GMFB,10,1.1633333333340001,0.019373081169608078,11,14,0.2545454545454545,0,0
GMFG,6,1.012,0.0,7,6,0.2857142857142857,0,0
GMIP,5,2.4123333333329997,0.09134385376746132,6,7,0.4666666666666667,0,0
GML,24,3.754666666665,0.0025132195969170823,25,27,0.09,0,0
GMNN,68,33.1906666666683,0.030658608904425573,69,193,0.08226768968456948,3,1
GMPPA,18,7.071333333335001,0.022759734752236194,19,25,0.14619883040935672,0,0
GMPPB,41,23.492333333329995,0.029995152116595543,42,83,0.09639953542392567,0,0
GMPR,1,0.532666666667,0.0,2,1,1.0,0,0
GMPR2,7,2.859,0.0433921050522932,8,9,0.32142857142857145,0,0
GMPS,66,25.79933333333399,0.05294683269340224,67,358,0.16191768430574402,0,0
GNA11,37,21.511333333337003,0.04186389080715731,38,85,0.12091038406827881,2,1
GNA12,31,17.323333333333004,0.03714249383602329,32,73,0.14717741935483872,1,1
GNA13,59,36.535000000002,0.025524142566315376,60,130,0.07344632768361582,1,1
GNA14,4,2.215333333333,0.0,5,4,0.4,1,1
GNA15,8,2.7429999999999994,0.07181866938766743,9,13,0.3611111111111111,0,0
