protein,degree,strength,clustering,ego_nodes,ego_edges,local_density,complex_membership_count,protein_in_any_complex
A1BG,23,8.683000000002002,0.01170722244121914,24,31,0.11231884057971014,0,0
A1CF,11,5.155333333333001,0.01141482566692966,12,13,0.19696969696969696,0,0
A2M,109,47.64266666666828,0.01610568779162238,110,323,0.05387823185988323,1,1
A2ML1,28,3.9180000000003004,0.0037099303206785204,29,33,0.0812807881773399,0,0
A4GALT,6,1.3393333333333,0.0,7,6,0.2857142857142857,0,0
A4GNT,20,4.522333333332001,0.000719658300664166,21,21,0.1,0,0
AAAS,28,13.104333333335,0.10114519187480651,29,99,0.2438423645320197,0,0
AACS,6,3.262666666665,0.0407052331109173,7,7,0.3333333333333333,0,0
AADAT,2,0.847,0.0,3,2,0.6666666666666666,0,0
AAED1,2,0.0,0.0,3,2,0.6666666666666666,0,0
AAGAB,23,9.885666666666001,0.05661446963473316,24,50,0.18115942028985507,0,0
AAK1,34,15.5476666666647,0.12000770092938202,35,198,0.33277310924369746,0,0
AAMDC,6,3.783000000002,0.15953045513526026,7,10,0.47619047619047616,0,0
AAMP,35,11.280333333334,0.022329241716080528,36,70,0.1111111111111111,0,0
AANAT,7,2.5989999999999998,0.0,8,7,0.25,0,0
AAR2,612,0.0,0.0,613,12780,0.06813165723059207,0,0
AARS,64,22.0520000000037,0.06816455767120809,65,468,0.225,0,0
AARS2,38,13.139666666665303,0.039623463623071786,39,112,0.15114709851551958,0,0
AARSD1,88,36.17766666666328,0.030204470623227148,89,332,0.08478038815117467,0,0
AASDH,5,0.8203333333339999,0.0,6,5,0.3333333333333333,0,0
AASDHPPT,37,16.912000000001004,0.041821208616438926,38,99,0.14082503556187767,0,0
AASS,10,3.069,0.07281233931937083,11,22,0.4,0,0
AATF,79,41.1393333333353,0.0775105612219887,80,544,0.17215189873417722,1,1
AATK,53,9.551666666666002,0.0063148592247633415,54,84,0.05870020964360587,0,0
ABAT,33,12.8456666666677,0.04413171578903486,34,87,0.15508021390374332,0,0
ABCA1,24,10.484333333333002,0.029647154651172944,25,41,0.13666666666666666,0,0
ABCA10,2,0.0,0.0,3,3,1.0,0,0
ABCA13,6,1.0463333333327,0.029660499381059524,7,8,0.38095238095238093,0,0
ABCA2,21,7.323333333336,0.02478626116612684,22,34,0.1471861471861472,0,0
ABCA3,25,7.460333333333299,0.002669136164718271,26,28,0.08615384615384615,0,0
ABCA4,1,0.383333333333,0.0,2,1,1.0,0,0
ABCA5,2,0.664333333334,0.0,3,2,0.6666666666666666,0,0
ABCA6,1,0.124333333333,0.0,2,1,1.0,0,0
ABCA7,7,2.16,0.03562446935467022,8,9,0.32142857142857145,0,0
ABCA9,1,0.0,0.0,2,1,1.0,0,0
ABCB1,16,5.843,0.02979170834651146,17,25,0.18382352941176472,2,1
ABCB10,26,5.295333333333,0.005346574644358176,27,32,0.09116809116809117,0,0
ABCB11,3,0.645,0.0,4,3,0.5,0,0
ABCB4,2,0.808666666667,0.0,3,2,0.6666666666666666,0,0
ABCB5,9,2.8046666666670004,0.24930799625218464,10,32,0.7111111111111111,0,0
ABCB6,20,6.064000000002,0.007181494723636107,21,25,0.11904761904761904,0,0
ABCB7,45,15.060000000005,0.03565127929160987,46,164,0.15845410628019324,0,0
ABCB8,27,4.2299999999993,0.0034419637450913637,28,33,0.0873015873015873,0,0
ABCB9,10,2.3669999999999,0.0,11,10,0.18181818181818182,0,0
ABCC1,61,15.998333333333598,0.026676385253792227,62,246,0.13008989952406133,0,0
ABCC10,9,2.334333333334,0.0,10,9,0.2,0,0
ABCC11,1,0.396666666667,0.0,2,1,1.0,0,0
ABCC12,1,0.0,0.0,2,1,1.0,0,0
ABCC13,1,0.0,0.0,2,1,1.0,0,0
ABCC2,48,19.099666666666995,0.019898672062691036,49,100,0.08503401360544217,0,0
ABCC3,11,2.9230000000009997,0.10096139329894414,12,28,0.42424242424242425,0,0
ABCC4,20,7.958666666666999,0.054267026934254066,21,49,0.23333333333333334,0,0
ABCC5,12,2.567,0.0,13,12,0.15384615384615385,0,0
ABCC6,5,1.184,0.0,6,5,0.3333333333333333,0,0
ABCC8,3,1.818666666667,0.0,4,3,0.5,0,0
ABCC9,3,1.042333333334,0.0,4,3,0.5,1,1
ABCD1,29,12.758999999999002,0.050787500440106055,30,72,0.16551724137931034,0,0
ABCD2,3,1.7790000000000001,0.3800036865443364,4,5,0.8333333333333334,0,0
ABCD3,94,43.226000000001605,0.045302644092661604,95,512,0.11466965285554312,0,0
ABCD4,13,2.7820000000003002,0.0026050507979844795,14,14,0.15384615384615385,0,0
ABCE1,252,112.68233333333527,0.025569408344427492,253,2108,0.06612710960537048,0,0
ABCF1,74,33.632333333331,0.11128623127165964,75,774,0.2789189189189189,0,0
ABCF2,68,10.154333333327097,0.04232061209419862,69,496,0.21142369991474852,1,1
ABCF3,36,13.218666666665,0.0715690073886528,37,141,0.21171171171171171,0,0
ABCG1,5,2.028666666667,0.16923130075617182,6,9,0.6,0,0
ABCG2,8,2.4543333333333,0.03247038179031465,9,12,0.3333333333333333,0,0
ABCG4,1,0.44,0.0,2,1,1.0,0,0
ABCG5,2,1.400333333333,0.0,3,2,0.6666666666666666,1,1
ABCG8,13,5.282,0.008969860406993517,14,15,0.16483516483516483,1,1
ABHD1,1,0.362333333333,0.0,2,1,1.0,0,0
ABHD10,18,6.638999999999999,0.05891199257781895,19,40,0.23391812865497075,0,0
ABHD11,12,4.512999999999,0.08637336836259063,13,25,0.32051282051282054,0,0
ABHD12,10,1.8006666666673001,0.028750790971579118,11,15,0.2727272727272727,0,0
ABHD12B,1,0.0,0.0,2,1,1.0,0,0
ABHD14A,28,0.0,0.0,29,59,0.14532019704433496,0,0
ABHD14B,8,3.477666666667,0.056019827593153285,9,13,0.3611111111111111,0,0
ABHD15,9,1.8836666666649997,0.09534164344066569,10,25,0.5555555555555556,0,0
ABHD15-AS1,1,0.0,0.0,2,1,1.0,0,0
ABHD16A,22,4.092666666665,0.0034923688927948897,23,30,0.11857707509881422,0,0
ABHD16B,2,0.0,0.0,3,3,1.0,0,0
ABHD17A,18,8.078666666667,0.019664531512530635,19,24,0.14035087719298245,0,0
ABHD17B,19,3.6793333333319995,0.0,20,20,0.10526315789473684,0,0
ABHD17C,2,0.489333333333,0.32174180400258956,3,3,1.0,0,0
ABHD2,2,0.262,0.0,3,2,0.6666666666666666,0,0
ABHD3,6,1.7560000000007001,0.0,7,6,0.2857142857142857,0,0
ABHD4,2,0.854333333333,0.0,3,2,0.6666666666666666,0,0
ABHD5,11,3.4549999999999996,0.005752820539988446,12,12,0.18181818181818182,0,0
ABHD6,7,1.577333333332,0.0,8,7,0.25,0,0
ABHD8,1,0.0543333333333,0.0,2,1,1.0,0,0
ABI1,71,34.04199999999601,0.05862389003193822,72,365,0.14280125195618154,8,1
ABI2,109,48.425333333339,0.03052002373850472,110,519,0.08657214345287739,0,0
ABI3,34,16.529333333329998,0.03191261027890085,35,69,0.11596638655462185,1,1
ABI3BP,9,1.267333333332,0.013373162363192605,10,11,0.24444444444444444,0,0
ABL1,185,93.7173333333333,0.04718157468253503,186,1766,0.1026445800639349,3,1
ABL2,41,20.794000000001,0.09853860157559663,42,203,0.23577235772357724,1,1
ABLIM1,79,32.09799999999999,0.05674939313208679,80,503,0.1591772151898734,0,0
ABLIM2,6,1.393,0.04326742787494885,7,8,0.38095238095238093,0,0
ABLIM3,8,4.076333333334,0.07911397326393409,9,12,0.3333333333333333,0,0
ABO,3,0.35166666666699997,0.0,4,3,0.5,0,0
ABR,20,4.238666666668,0.050477489749413386,21,59,0.28095238095238095,0,0
ABRA,4,1.778666666666,0.14635714244309503,5,6,0.6,0,0
ABRACL,5,0.0,0.0,6,6,0.4,0,0
ABT1,29,17.190000000001998,0.07015104246268765,30,71,0.1632183908045977,0,0
ABTB1,9,4.921333333333,0.12947210403882123,10,17,0.37777777777777777,0,0
ABTB2,11,3.4810000000009995,0.0658749070980071,12,23,0.3484848484848485,0,0
ACAA1,33,15.482000000003,0.03781889233549467,34,75,0.13368983957219252,0,0
ACAA2,62,27.613666666664002,0.061630096964401124,63,322,0.16487455197132617,0,0
ACACA,91,40.364333333330016,0.05609371510609261,92,623,0.1488294314381271,0,0
ACACB,17,7.776,0.052266929639085025,18,39,0.2549019607843137,0,0
ACAD10,22,5.365666666667,0.007291520491296654,23,27,0.1067193675889328,0,0
ACAD11,52,11.03566666667,0.005688488981615309,53,78,0.05660377358490566,0,0
ACAD8,22,4.689666666668299,0.0,23,22,0.08695652173913043,1,1
ACAD9,79,36.239666666670594,0.0517542124066864,80,404,0.12784810126582277,0,0
ACADL,5,1.400666666667,0.03904668818683898,6,6,0.4,0,0
ACADM,54,22.114666666667997,0.0787128302795837,55,324,0.21818181818181817,0,0
ACADS,12,2.7570000000005996,0.00359588763098424,13,13,0.16666666666666666,0,0
ACADSB,23,6.1743333333353005,0.022046914274384027,24,44,0.15942028985507245,0,0
ACADVL,44,15.092666666666002,0.030929043106852325,45,123,0.12424242424242424,0,0
ACAN,4,2.388333333333,0.0,5,4,0.4,0,0
ACAP1,9,3.575666666668,0.02058237003446857,10,11,0.24444444444444444,1,1
ACAP2,15,3.379,0.049703196757076414,16,33,0.275,0,0
ACAP3,3,0.0,0.0,4,4,0.6666666666666666,0,0
ACAT1,85,25.990999999998696,0.04952463453082079,86,635,0.17373461012311903,0,0
ACAT2,40,17.712333333333998,0.04193787790669052,41,114,0.13902439024390245,0,0
ACBD3,43,17.06333333333299,0.04973995004059425,44,157,0.16596194503171247,0,0
ACBD4,8,0.0,0.0,9,12,0.3333333333333333,0,0
ACBD5,23,8.593666666668298,0.05953613918285503,24,59,0.213768115942029,0,0
ACBD6,3,1.299666666667,0.0,4,3,0.5,0,0
ACBD7,11,0.0,0.0,12,15,0.22727272727272727,0,0
ACCS,3,0.882333333333,0.0,4,3,0.5,0,0
ACD,70,31.88899999999831,0.05603127583398457,71,339,0.13641851106639838,4,1
ACE,8,3.3306666666669997,0.12200159085424436,9,16,0.4444444444444444,1,1
ACE2,7,2.501666666666,0.0,8,7,0.25,0,0
ACER3,2,0.635666666667,0.0,3,2,0.6666666666666666,0,0
ACHE,2,1.010666666667,0.0,3,2,0.6666666666666666,0,0
ACIN1,127,61.084666666661995,0.09012918211857572,128,1540,0.18946850393700787,2,1
ACKR1,3,1.346000000001,0.0,4,3,0.5,0,0
ACKR2,7,1.2723333333333,0.03428329325723457,8,9,0.32142857142857145,0,0
ACKR3,16,4.250333333334,0.024628452524032438,17,45,0.33088235294117646,0,0
ACKR4,5,1.269333333335,0.0,6,5,0.3333333333333333,0,0
ACLY,101,45.99733333333801,0.08805750577251346,102,1066,0.20695010677538342,0,0
ACMSD,2,1.106,0.0,3,2,0.6666666666666666,0,0
ACN9,12,0.0,0.0,13,25,0.32051282051282054,0,0
ACO1,19,9.228333333332,0.06084487337157789,20,41,0.21578947368421053,0,0
ACO2,122,38.852333333335,0.05684598039543898,123,1366,0.18206050912968147,0,0
ACOT1,17,6.847999999999,0.10354662020214025,18,49,0.3202614379084967,0,0
ACOT11,3,1.237,0.0,4,3,0.5,0,0
ACOT12,6,2.3316666666667003,0.0,7,6,0.2857142857142857,0,0
ACOT13,25,7.602000000000998,0.023393291836667197,26,49,0.15076923076923077,0,0
ACOT2,17,8.241666666665301,0.07537432216859029,18,37,0.24183006535947713,0,0
ACOT4,1,0.544333333333,0.0,2,1,1.0,0,0
ACOT6,2,0.379333333333,0.0,3,2,0.6666666666666666,0,0
ACOT7,40,16.229666666664297,0.04006860648128461,41,116,0.14146341463414633,0,0
ACOT8,15,6.272999999999,0.02444470772579195,16,21,0.175,0,0
ACOT9,49,12.489666666666698,0.02186182839215348,50,126,0.10285714285714286,0,0
ACOX1,38,16.924666666668003,0.010074618812991945,39,51,0.06882591093117409,0,0
ACOX2,4,1.6903333333329997,0.0778860530914262,5,5,0.5,0,0
ACOX3,10,5.1790000000009995,0.014960704407253828,11,11,0.2,0,0
ACOXL,1,0.327666666667,0.0,2,1,1.0,0,0
ACP1,46,20.570999999999696,0.04140729479299649,47,141,0.13043478260869565,0,0
ACP2,36,5.368333333333299,0.005611994443580656,37,52,0.07807807807807808,0,0
ACP5,24,7.141333333335,0.0253012787635971,25,42,0.14,0,0
ACP6,20,6.083333333333001,0.02993720798487641,21,40,0.19047619047619047,0,0
ACPP,24,8.730666666668302,0.009786056180338789,25,30,0.1,0,0
ACR,2,0.916333333334,0.0,3,2,0.6666666666666666,0,0
ACRBP,1,0.424333333333,0.0,2,1,1.0,0,0
ACSBG1,2,0.5586666666669999,0.35825642240954425,3,3,1.0,0,0
ACSBG2,3,0.42966666666700004,0.0,4,3,0.5,0,0
ACSF2,13,4.643,0.018890450420979726,14,16,0.17582417582417584,0,0
ACSF3,16,4.5230000000023,0.026414625754250524,17,26,0.19117647058823528,0,0
ACSL1,14,4.317666666667001,0.04242613689627271,15,24,0.22857142857142856,0,0
ACSL3,56,22.267333333334,0.04677774804110554,57,239,0.14974937343358397,0,0
ACSL4,43,10.769999999997598,0.016335298318005474,44,96,0.1014799154334038,0,0
ACSL5,7,1.982333333333,0.014225013329293709,8,8,0.2857142857142857,0,0
ACSM1,4,0.861,0.06587580327467,5,6,0.6,0,0
ACSM3,2,0.688666666666,0.0,3,2,0.6666666666666666,0,0
ACSM4,1,0.0,0.0,2,1,1.0,0,0
ACSM5,15,0.0,0.0,16,15,0.125,0,0
ACSS1,6,3.024333333334,0.13954974023007888,7,10,0.47619047619047616,0,0
ACSS2,5,1.8760000000000001,0.0,6,5,0.3333333333333333,0,0
ACSS3,1,0.239333333333,0.0,2,1,1.0,0,0
ACTA1,144,60.84600000000128,0.03465669920379261,145,944,0.09042145593869731,0,0
ACTA2,142,54.680666666665964,0.029106063294855006,143,802,0.07899143110410715,2,1
ACTB,310,137.055000000005,0.036725791812513744,311,4141,0.08590395187221242,23,1
ACTBL2,180,62.73033333333371,0.020118536876500268,181,1009,0.061939840392879066,0,0
ACTC1,549,195.58333333333522,0.018391309700307217,550,7644,0.05063089915548932,0,0
ACTG1,158,76.29433333333532,0.055722431707280515,159,1586,0.12626383249741263,4,1
ACTG1P14,1,0.0,0.0,2,1,1.0,0,0
ACTG2,19,4.0730000000017,0.022730244464169505,20,34,0.17894736842105263,1,1
ACTL6A,152,83.48700000000403,0.0714995378992667,153,1612,0.13863089095287237,39,1
ACTL6B,28,11.748333333330999,0.06849363244071244,29,85,0.20935960591133004,1,1
ACTL7A,2,0.862333333333,0.51924780133103,3,3,1.0,0,0
ACTL7B,1,0.244,0.0,2,1,1.0,0,0
ACTL8,15,5.119666666667,0.06219389574590555,16,31,0.25833333333333336,0,0
ACTN1,145,64.3916666666683,0.042173121855405275,146,1130,0.1067548417572036,2,1
ACTN2,83,37.52266666666771,0.016295016184794325,84,198,0.05679862306368331,0,0
ACTN3,22,9.532333333332998,0.04369082249697272,23,44,0.17391304347826086,0,0
ACTN4,136,66.30933333333701,0.062465016578749255,137,1327,0.14244310863031345,5,1
ACTR10,55,26.082666666667297,0.06452564614762045,56,259,0.16818181818181818,0,0
ACTR1A,81,44.26666666666599,0.09809425233986481,82,711,0.2140921409214092,0,0
ACTR1B,63,33.62266666666599,0.08546672292226092,64,404,0.2003968253968254,0,0
ACTR2,147,60.18966666666327,0.0636947667054916,148,1760,0.16179444750873323,1,1
ACTR3,106,54.500999999999,0.08400004400360055,107,1032,0.18197848703932287,2,1
ACTR3B,30,13.909666666663997,0.16144034196929502,31,160,0.34408602150537637,0,0
ACTR3C,6,1.9169999999999998,0.0,7,6,0.2857142857142857,0,0
ACTR5,46,31.117666666664995,0.11388002409348275,47,218,0.20166512488436633,1,1
ACTR6,20,11.06066666667,0.15135887082684107,21,73,0.3476190476190476,1,1
ACTR8,34,24.289333333334998,0.21828722714012944,35,215,0.36134453781512604,1,1
ACTRT1,4,1.6396666666670001,0.149461140354106,5,6,0.6,0,0
ACVR1,44,18.564666666665005,0.061043522593585905,45,170,0.1717171717171717,0,0
ACVR1B,44,20.7063333333323,0.058935585749803523,45,151,0.15252525252525254,0,0
ACVR1C,3,1.131,0.14680763089999724,4,4,0.6666666666666666,0,0
ACVR2A,39,17.491666666668,0.05349776261638345,40,116,0.14871794871794872,0,0
ACVR2B,52,22.722999999998002,0.017822656132950636,53,106,0.07692307692307693,0,0
ACVRL1,23,10.677000000001,0.05739987648897093,24,50,0.18115942028985507,0,0
ACY1,29,13.164333333332998,0.0070438647061659134,30,35,0.08045977011494253,0,0
ACY3,14,6.490333333333001,0.012032376966975076,15,19,0.18095238095238095,0,0
ACYP1,1,0.164,0.0,2,1,1.0,0,0
ACYP2,2,0.5980000000000001,0.0,3,2,0.6666666666666666,0,0
ADA,24,10.399333333334,0.03506303618990329,25,45,0.15,2,1
ADAD2,1,0.0,0.0,2,1,1.0,0,0
ADAL,3,1.124666666667,0.0,4,3,0.5,0,0
ADAM10,25,12.835999999999,0.03661900288352741,26,46,0.14153846153846153,0,0
ADAM11,3,0.767666666666,0.0,4,3,0.5,0,0
ADAM12,7,2.630333333334,0.0,8,7,0.25,2,1
ADAM15,35,15.588666666666002,0.04062256623118667,36,85,0.1349206349206349,3,1
ADAM17,20,8.622666666665001,0.030934739465721905,21,32,0.1523809523809524,0,0
ADAM19,3,1.534999999999,0.0,4,3,0.5,0,0
ADAM1A,1,0.0,0.0,2,1,1.0,0,0
ADAM2,9,2.315666666666,0.00897894058907479,10,10,0.2222222222222222,0,0
ADAM20,1,0.0,0.0,2,1,1.0,0,0
ADAM20P1,1,0.0,0.0,2,1,1.0,0,0
ADAM21,26,6.0999999999987,0.005423000352930508,27,33,0.09401709401709402,0,0
ADAM22,10,3.962666666667,0.052722070580635265,11,17,0.3090909090909091,1,1
ADAM23,1,0.378333333333,0.0,2,1,1.0,1,1
ADAM28,2,0.6659999999999999,0.0,3,2,0.6666666666666666,0,0
ADAM30,12,3.3133333333340005,0.005504246222718906,13,14,0.1794871794871795,0,0
ADAM32,21,0.0,0.0,22,22,0.09523809523809523,0,0
ADAM33,41,8.330666666670398,0.002134643645542054,42,48,0.05574912891986063,0,0
ADAM5,2,0.857666666666,0.41710181767065807,3,3,1.0,0,0
ADAM8,1,0.476333333333,0.0,2,1,1.0,1,1
ADAM9,26,8.666666666667,0.022061885700022613,27,49,0.1396011396011396,2,1
ADAMTS1,20,3.5313333333337003,0.0,21,20,0.09523809523809523,0,0
ADAMTS10,7,2.3133333333340005,0.018709116264869038,8,8,0.2857142857142857,0,0
ADAMTS12,11,2.742333333333,0.00699322541114308,12,12,0.18181818181818182,0,0
ADAMTS15,2,0.0,0.0,3,2,0.6666666666666666,0,0
ADAMTS17,1,0.0,0.0,2,1,1.0,0,0
ADAMTS18,5,0.2126666666667,0.011020377287845782,6,6,0.4,0,0
ADAMTS2,18,3.8423333333333005,0.002525409545082001,19,21,0.12280701754385964,0,0
ADAMTS3,1,0.0,0.0,2,1,1.0,0,0
ADAMTS4,26,9.5716666666673,0.020540878750217775,27,42,0.11965811965811966,0,0
ADAMTS5,1,0.0,0.0,2,1,1.0,0,0
ADAMTS6,3,0.1836666666667,0.04405711340259164,4,4,0.6666666666666666,0,0
ADAMTS9,1,0.347666666667,0.0,2,1,1.0,0,0
ADAMTSL1,7,0.708666666666,0.0,8,7,0.25,0,0
ADAMTSL2,1,0.390666666667,0.0,2,1,1.0,0,0
ADAMTSL3,6,2.2433333333339998,0.024401823495530182,7,9,0.42857142857142855,0,0
ADAMTSL4,111,40.96033333333003,0.026729063778530994,112,533,0.08574646074646075,0,0
ADAMTSL5,5,0.5883333333337,0.038553902242960555,6,8,0.5333333333333333,0,0
ADAP1,16,8.583333333333,0.0177342454913022,17,20,0.14705882352941177,0,0
ADAP2,12,5.554333333333,0.0731726521690026,13,22,0.28205128205128205,0,0
ADAR,74,39.20366666666328,0.0966011897622755,75,576,0.20756756756756756,1,1
ADARB1,64,30.616000000002998,0.05096074340483351,65,291,0.13990384615384616,0,0
ADARB2,9,1.2543333333334,0.0,10,13,0.28888888888888886,0,0
ADARB2-AS1,1,0.0,0.0,2,1,1.0,0,0
ADAT1,5,1.237,0.041289034558176854,6,6,0.4,0,0
ADAT2,9,5.844666666667001,0.0946726529452035,10,15,0.3333333333333333,0,0
ADAT3,4,1.780666666668,0.0,5,4,0.4,0,0
ADCK1,35,6.595333333327699,0.004646779796097427,36,55,0.0873015873015873,0,0
ADCK2,15,2.9436666666644,0.0011506606367843533,16,16,0.13333333333333333,0,0
ADCK3,41,0.0,0.0,42,153,0.17770034843205576,0,0
ADCK4,32,0.0,0.0,33,119,0.22537878787878787,0,0
ADCK5,11,2.3749999999977,0.016712215599601263,12,14,0.21212121212121213,0,0
ADCY1,2,0.439,0.0,3,2,0.6666666666666666,0,0
ADCY10,1,0.265,0.0,2,1,1.0,0,0
ADCY2,2,1.249,0.0,3,2,0.6666666666666666,0,0
ADCY3,16,5.0990000000003,0.0,17,17,0.125,0,0
ADCY4,1,0.483666666667,0.0,2,1,1.0,0,0
ADCY5,4,2.181,0.0,5,4,0.4,0,0
ADCY6,22,8.765666666666,0.018099608900477803,23,31,0.1225296442687747,0,0
ADCY7,3,0.851,0.0,4,3,0.5,0,0
ADCY8,3,1.437666666667,0.3095855185591116,4,5,0.8333333333333334,0,0
ADCY9,21,5.309666666666001,0.008848200785895061,22,32,0.13852813852813853,0,0
ADCYAP1,26,10.696666666664703,0.018781107160933806,27,38,0.10826210826210826,0,0
ADCYAP1R1,1,0.623,0.0,2,1,1.0,0,0
ADD1,62,31.483333333330997,0.06979460045793763,63,321,0.16436251920122888,0,0
ADD2,22,8.9413333333347,0.05869630236023391,23,52,0.20553359683794467,1,1
ADD3,34,12.449666666667,0.036149509376925806,35,82,0.13781512605042018,0,0
ADH1A,2,0.869333333333,0.0,3,2,0.6666666666666666,0,0
ADH1B,7,2.716,0.0,8,7,0.25,0,0
ADH1C,2,1.216666666666,0.0,3,2,0.6666666666666666,0,0
ADH4,3,1.023333333334,0.0,4,3,0.5,0,0
ADH5,21,6.809666666666999,0.053881654370589484,22,51,0.22077922077922077,0,0
ADH6,8,2.106999999999,0.01970256756161985,9,10,0.2777777777777778,0,0
ADH7,3,1.130666666667,0.1512691173740683,4,4,0.6666666666666666,0,0
ADHFE1,2,0.549666666667,0.0,3,2,0.6666666666666666,0,0
ADI1,21,9.831000000001,0.046226255764405776,22,46,0.19913419913419914,0,0
ADIPOQ,5,2.6930000000000005,0.04712829441750855,6,6,0.4,1,1
ADIPOR1,25,8.257666666665001,0.018195343837294518,26,40,0.12307692307692308,0,0
ADIPOR2,6,1.754333333333,0.019858427023057165,7,7,0.3333333333333333,0,0
ADIRF,2,0.868666666667,0.0,3,2,0.6666666666666666,0,0
ADK,18,7.9993333333339995,0.07280243075238686,19,42,0.24561403508771928,0,0
ADM,1,0.282666666667,0.0,2,1,1.0,0,0
ADM2,1,0.390666666667,0.0,2,1,1.0,0,0
ADNP,62,13.653999999993998,0.04120231237333577,63,346,0.17716333845366103,0,0
ADNP2,12,4.756333333333,0.10916343839506136,13,29,0.3717948717948718,0,0
ADO,7,1.1916666666676998,0.0,8,7,0.25,0,0
ADORA1,8,5.239666666667,0.020412667745072922,9,9,0.25,0,0
ADORA2A,4,2.2326666666659998,0.0,5,4,0.4,0,0
ADORA2B,4,0.5906666666663,0.056060718588926604,5,6,0.6,0,0
ADORA3,12,2.2186666666667003,0.0045627458981658394,13,13,0.16666666666666666,0,0
ADPGK,29,7.6466666666680005,0.01820993355061516,30,58,0.13333333333333333,0,0
ADPGK-AS1,1,0.0,0.0,2,1,1.0,0,0
ADPRH,7,1.7136666666667,0.02038252768386876,8,8,0.2857142857142857,0,0
ADPRHL2,12,3.2399999999989997,0.0687162200711964,13,23,0.2948717948717949,0,0
ADPRM,4,1.2949999999989998,0.0,5,4,0.4,0,0
ADRA1A,2,1.1480000000000001,0.0,3,2,0.6666666666666666,1,1
ADRA1B,5,2.864000000001,0.0,6,5,0.3333333333333333,0,0
ADRA1D,14,7.650666666665,0.077792325772775,15,26,0.24761904761904763,0,0
ADRA2A,8,4.154333333334001,0.0889731184757206,9,12,0.3333333333333333,1,1
ADRA2B,7,2.966333333334,0.06940949873448998,8,10,0.35714285714285715,0,0
ADRA2C,4,2.120333333334,0.08308863236633625,5,5,0.5,0,0
ADRB1,8,4.127666666666,0.04216495352904075,9,10,0.2777777777777778,3,1
ADRB2,247,109.85699999999898,0.01755369259784972,248,1555,0.05077053676374559,3,1
ADRB3,2,0.905666666667,0.0,3,2,0.6666666666666666,0,0
ADRBK1,60,0.0,0.0,61,169,0.09234972677595628,0,0
ADRBK2,11,0.0,0.0,12,23,0.3484848484848485,0,0
ADRM1,83,43.464666666669,0.23567103872886871,84,1520,0.43602983362019504,0,0
ADSL,102,39.5926666666674,0.03828498961580809,103,562,0.10698648391395393,0,0
ADSS,86,38.07600000000001,0.057897538272777986,87,561,0.14995990376904572,0,0
ADSSL1,4,1.8603333333329999,0.0,5,4,0.4,0,0
ADTRP,3,0.916000000001,0.0,4,3,0.5,0,0
AEBP1,2,0.5623333333330001,0.0,3,2,0.6666666666666666,0,0
AEBP2,30,12.795333333333595,0.06666846026020574,31,88,0.18924731182795698,1,1
AEN,39,15.622666666668998,0.015114694669231512,40,73,0.09358974358974359,0,0
AES,169,0.0,0.0,170,929,0.06467107553080403,0,0
AFAP1,33,5.6476666666676,0.08038617398520684,34,224,0.39928698752228164,0,0
AFAP1-AS1,1,0.0,0.0,2,1,1.0,0,0
AFAP1L1,4,0.9999999999990001,0.0,5,4,0.4,0,0
AFAP1L2,11,4.317333333334,0.113452444785844,12,25,0.3787878787878788,0,0
AFD1,6,0.0,0.0,7,12,0.5714285714285714,0,0
AFF1,38,19.916666666668608,0.11065152037036452,39,181,0.24426450742240216,2,1
AFF2,2,0.873333333333,0.0,3,2,0.6666666666666666,0,0
AFF3,5,1.763666666667,0.1401584081412153,6,9,0.6,0,0
AFF4,45,27.78166666666699,0.09101022083299312,46,199,0.19227053140096617,1,1
AFG3L1P,2,0.0,0.0,3,3,1.0,0,0
AFG3L2,99,44.32799999999801,0.05829571769073756,100,819,0.16545454545454547,1,1
AFM,5,2.276666666667,0.05132395098480137,6,6,0.4,0,0
AFMID,7,0.0,0.0,8,9,0.32142857142857145,0,0
AFP,11,6.131666666665999,0.01082653186823755,12,12,0.18181818181818182,0,0
AFTPH,9,4.336666666667,0.11983085006017007,10,18,0.4,0,0
AGA,8,2.537999999999,0.031540188655905424,9,10,0.2777777777777778,0,0
AGAP1,79,8.489333333317303,0.05367369121355252,80,1328,0.42025316455696204,0,0
AGAP11,2,0.0,0.0,3,2,0.6666666666666666,0,0
AGAP2,13,6.2073333333330005,0.03868241138836569,14,19,0.2087912087912088,0,0
AGAP3,17,6.472999999998001,0.05224233555330457,18,34,0.2222222222222222,0,0
AGAP4,2,0.0,0.0,3,2,0.6666666666666666,0,0
AGAP5,1,0.0,0.0,2,1,1.0,0,0
AGAP7P,1,0.0,0.0,2,1,1.0,0,0
AGBL1,2,0.303333333333,0.0,3,2,0.6666666666666666,0,0
AGBL2,4,1.292333333333,0.21352367071138093,5,7,0.7,0,0
AGBL5,6,2.171000000001,0.04622167327222366,7,8,0.38095238095238093,0,0
AGER,12,5.760999999999001,0.06061294335540607,13,20,0.2564102564102564,0,0
AGFG1,41,20.291333333333,0.07584687631116281,42,167,0.19396051103368175,0,0
AGFG2,9,3.7549999999997,0.1872571367880696,10,23,0.5111111111111111,0,0
AGGF1,28,14.627666666666999,0.016156776969199527,29,39,0.0960591133004926,0,0
AGK,38,8.446333333332301,0.01850629829483153,39,91,0.12280701754385964,0,0
AGL,59,23.344666666664004,0.03574974392677515,60,212,0.11977401129943503,0,0
